"Id","Distance.band","Distance.band.used.for.weighting","Urban.rural","Market","ISP","Technology","LLU","Headline.speed","Download.speed..Mbit.s..24.hrs","Download.speed..Mbit.s..Max","Download.speed..Mbit.s..8.10pm.weekday","Upload.speed..Mbit.s.24.hour","Upload.speed..Mbit.s.Max","Upload.speed..Mbit.s.8.10pm.weekday","DNS.resolution..ms.24.hour","DNS.failure....24.hour","DNS.resolution..ms.8.10pm.weekday","DNS.failure....8.10pm.weekday","Jitter.up..ms.24.hour","Jitter.down..ms.24.hour","Jitter.up..ms.8.10pm.weekday","Jitter.down..ms.8.10pm.weekday","Latency..ms.24.hour","Packet.loss....24.hour","Latency..ms.8.10pm.weekday","Packet.loss....8.10pm.weekday","Web.page..ms.24.hour","Web.page..ms.8.10pm.weekday","isp.weights","nat.weights"
"1553",252072,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",80,65.2939,69.5673,63.3382,18.584,18.745,18.574,17.786,0.002,17.802,0,0.324,0.338,0.296,0.341,17.507,0,16.567,0,233.041,274.317,1,0.018
"1554",252074,"763-946","","Urban",3,"BT","FTTC","Non-LLU",80,73.8456,74.3409,73.7645,16.638,17.583,17.159,15.836,0.001,15.835,0,0.306,0.289,0.317,0.313,14.653,0.001,14.924,0.002,182.214,208.399,1,0.018
"1555",252078,"0-385","","Urban",2,"BT","FTTC","Non-LLU",40,36.5632,37.4731,36.2151,9.05,9.484,9.157,19.086,0.001,19.118,0,0.373,0.367,0.367,0.381,18.251,0.001,18.477,0,231.746,228.789,1,0.0147
"1556",252080,"385-582","","Urban",2,"Sky","FTTC","Non-LLU",40,37.2871,37.5328,37.2933,9.317,9.506,9.341,9.927,0,8.654,0,0.368,0.316,0.365,0.324,9.142,0,9.14,0.001,307.26,371.615,1,NA
"1557",252082,"2563-5000","","Urban",3,"Sky","FTTC","Non-LLU",40,37.3078,37.501,37.33,9.38,9.578,9.344,12.726,0.001,11.81,0,0.36,0.314,0.372,0.327,5.659,0,5.737,0.002,332.932,315.793,1,0.0742
"1558",252086,"1143-1367","","Urban",3,"Sky","FTTC","Non-LLU",40,37.1825,37.6302,37.1133,10.047,10.223,10.032,20.284,0,17.807,0,0.242,0.327,0.25,0.335,16.292,0,16.37,0.001,214.803,228.839,1,0.0221
"1559",252090,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",80,38.968,47.353,39.0764,16.046,19.157,15.762,NA,NA,NA,NA,0.338,0.454,0.332,0.719,16.392,0.002,16.745,0,NA,NA,1,NA
"1560",252096,"2563-5000","","Urban",3,"AAisp","FTTC","Non-LLU",80,65.3213,68.4959,63.2403,18.581,18.742,18.583,29.192,0.004,29.262,0,0.306,0.355,0.33,0.429,17.953,0.001,18.172,0,223.619,221.446,NA,0.0227
"1561",256284,"1367-1635","","Urban",3,"Zen","FTTC","Non-LLU",80,38.7149,38.9034,38.5853,6.808,11.898,6.376,28.119,0.001,27.611,0.002,0.264,0.443,0.273,0.564,19.277,0.001,19.428,0,263.336,289.537,NA,0.0162
"1562",256288,"0-385","","Urban",3,"Orange","FTTC","Non-LLU",40,32.7019,37.8851,30.5738,9.3,9.471,9.299,22.704,0,24.423,0.005,0.397,0.479,0.398,1.185,14.539,0.001,15.159,0.002,498.217,566.774,1,NA
"1563",256290,"2563-5000","","Urban",3,"Orange","FTTC","Non-LLU",40,32.363,37.3587,30.9799,9.286,9.46,9.3,19.674,0,21.223,0.002,0.395,0.496,0.393,1.174,12.724,0,13.471,0,468.431,542.63,1,0.0152
"1564",256302,"2563-5000","","Urban",3,"Orange","FTTC","Non-LLU",40,33.1619,37.3928,32.916,8.701,9.361,8.727,22.966,0,24.735,0.002,0.367,0.482,0.368,1.098,15.494,0.001,16.458,0,494.344,386.449,1,0.0152
"1565",256304,"1367-1635","","Urban",3,"Virgin","Cable","Cable",100,101.348,105.1322,97.8552,4.849,5.122,4.747,11.384,0,11.757,0,1.333,0.231,1.46,0.39,8.358,0,8.791,0,154.309,172.801,1,0.0366
"1566",256306,"1992-2563","","Urban",3,"Orange","FTTC","Non-LLU",40,25.6551,32.0466,24.6907,7.181,7.321,7.183,27.051,0,27.661,0,0.865,0.927,0.863,1.256,20.113,0.002,20.525,0.001,525.279,536.134,1,0.0152
"1567",256842,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",80,73.0578,74.3326,71.8048,17.804,19.129,17.729,17.167,0,17.786,0,0.394,0.551,0.387,1.223,11.76,0,12.199,0,360.609,373.225,1,NA
"1568",256844,"946-1143","946-1367","Rural",3,"Orange","ADSL","Non-LLU",20,15.5737,16.3745,15.41,1.035,1.074,1.029,22.866,0,24.082,0,0.588,0.648,0.679,1.633,14.979,0.001,15.748,0.001,2225.082,2563.746,0.88,0.0564
"1569",256848,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",40,33.1001,37.8219,33.3415,9.282,9.484,9.272,17.573,0.002,18.231,0.002,0.433,0.521,0.432,0.913,10.793,0.001,11.135,0,358.437,445.242,1,NA
"1570",256850,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",40,34.1461,37.6004,32.733,9.275,9.463,9.283,NA,NA,NA,NA,0.418,0.626,0.417,1.298,12.267,0,13.65,0,NA,NA,1,NA
"1571",256852,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",80,71.4242,74.3235,67.1128,17.668,19.032,17.503,NA,NA,NA,NA,0.393,0.612,0.404,1.4,13.033,0,14.082,0.001,NA,NA,1,NA
"1572",256854,"1143-1367","","Urban",3,"Orange","FTTC","Non-LLU",40,32.1929,37.5057,32.2989,9.289,9.473,9.267,NA,NA,NA,NA,0.436,0.504,0.434,0.647,7.518,0,7.952,0,NA,NA,1,NA
"1573",256860,"1143-1367","","Urban",2,"Orange","FTTC","Non-LLU",40,31.2345,35.3147,31.1179,7.808,7.948,7.792,17.231,0.001,18.652,0,0.413,0.58,0.425,1.46,11.25,0,12.1,0.001,374.005,386.478,1,NA
"1574",256870,"2563-5000","","Urban",3,"Orange","FTTC","Non-LLU",40,32.457,37.905,31.4514,9.302,9.483,9.307,NA,NA,NA,NA,0.424,0.594,0.432,1.329,10.453,0,11.086,0,NA,NA,1,0.0152
"1575",256878,"1367-1635","","Urban",3,"Orange","FTTC","Non-LLU",40,32.382,37.4586,30.4003,8.777,9.011,8.789,22.479,0,23.208,0,0.344,0.378,0.342,0.608,15.472,0.001,15.775,0.001,523.496,632.767,1,NA
"1576",256882,"1143-1367","","Urban",3,"Orange","FTTC","Non-LLU",40,25.4072,30.5534,25.0981,9.588,9.704,9.595,22.576,0,24.234,0,0.395,0.451,0.39,0.674,12.665,0.002,12.912,0.002,518.417,620.668,1,NA
"1577",256884,"582-763","","Urban",3,"Orange","FTTC","Non-LLU",40,19.9592,24.6547,19.5126,5.866,6.09,5.864,NA,NA,NA,NA,0.453,0.622,0.459,1.433,25.599,0,26.326,0.001,NA,NA,1,NA
"1578",256886,"1143-1367","","Urban",3,"Orange","FTTC","Non-LLU",40,17.3948,19.1932,17.1764,7.796,8.002,7.799,NA,NA,NA,NA,0.368,0.637,0.359,1.794,27.4,0,28.566,0,NA,NA,1,NA
"1579",256888,"1992-2563","","Urban",3,"Orange","FTTC","Non-LLU",80,71.6168,74.3078,69.6284,18.566,18.749,18.553,16.856,0,16.806,0,0.262,0.271,0.27,0.299,15.838,0,15.886,0,213.826,186.99,1,NA
"1580",256894,"946-1143","","Urban",3,"Orange","FTTC","Non-LLU",40,33.1023,37.4626,32.5155,8.767,8.996,8.751,21.607,0,23.181,0,0.348,0.477,0.357,1.235,13.321,0.002,13.948,0.002,498.447,478.126,1,NA
"1581",256900,"1143-1367","","Urban",3,"Orange","FTTC","Non-LLU",40,33.2928,37.6031,32.0903,8.757,8.978,8.757,19.369,0,19.92,0,0.375,0.444,0.377,0.826,10.494,0,10.868,0,345.405,440.187,1,NA
"1582",256902,"763-946","","Urban",3,"Orange","FTTC","Non-LLU",40,33.988,37.6357,32.9914,8.803,9.032,8.826,20.131,0,NA,NA,0.377,0.572,0.381,1.637,16.911,0,17.892,0,NA,NA,1,NA
"1583",256908,"2563-5000","","Urban",3,"Orange","FTTC","Non-LLU",40,32.8521,37.5546,32.3157,9.291,9.479,9.3,NA,NA,NA,NA,0.427,0.601,0.419,1.625,12.924,0.001,14.313,0,NA,NA,1,0.0152
"1584",256910,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",40,33.32,38.0814,32.4694,8.759,8.971,8.745,17.98,NA,NA,NA,0.337,0.44,0.338,1.034,13.577,0.001,14.251,0.001,252.925,NA,1,NA
"1585",256912,"1367-1635","","Rural",3,"Orange","FTTC","Non-LLU",40,32.5416,37.4894,31.5009,8.55,9.31,8.67,19.51,0.002,20.289,0,0.407,0.531,0.425,0.986,12.291,0.002,12.973,0.002,490.104,486.986,1,NA
"1586",256914,"763-946","","Urban",3,"Orange","FTTC","Non-LLU",40,33.074,37.5942,33.1748,9.291,9.441,9.299,16.077,0.001,16.743,0,0.402,0.414,0.412,0.517,8.71,0.001,9.057,0,474.355,510.935,1,NA
"1587",256916,"1992-2563","","Urban",3,"Orange","FTTC","Non-LLU",40,33.0623,38.0854,31.7696,9.282,9.482,9.28,NA,NA,NA,NA,0.426,0.668,0.425,1.47,12.357,0.001,13.64,0,NA,NA,1,NA
"1588",256918,"0-385","","Urban",3,"Plusnet","FTTC","Non-LLU",80,72.0429,73.5335,71.0785,18.581,18.767,18.566,12.832,0,12.783,0,0.306,0.343,0.319,0.385,12.364,0.001,12.33,0.001,199.479,244.943,1,NA
"1589",256922,"1992-2563","","Urban",3,"Plusnet","FTTC","Non-LLU",80,70.6308,72.5565,70.883,18.492,18.802,18.523,7.124,0,7.302,0,0.27,0.29,0.27,0.328,7.256,0.001,7.367,0.001,178.958,177.025,1,NA
"1590",256924,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",40,32.4661,37.3936,31.98,9.625,9.713,9.622,NA,NA,NA,NA,0.504,0.528,0.445,1.397,12.421,0,13.403,0,NA,NA,1,NA
"1591",256932,"763-946","737-1001","Urban",2,"Sky","ADSL","LLU",20,13.1904,13.6832,12.2924,0.983,1.038,0.956,18.647,0,18.349,0,0.513,0.32,0.591,0.994,9.206,0.001,10.229,0.002,757.558,758.774,1.15,0.1291
"1592",257774,"1367-1635","","Urban",3,"Virgin","Cable","Cable",120,89.1917,125.6769,68.8921,11.92,12.386,11.885,13.783,0,15.774,0,3.1,0.421,3.821,0.772,10.323,0.001,11.877,0,195.972,270.649,1,0.0242
"1593",257776,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,122.1057,159.6445,112.2552,11.544,12.097,11.546,13.527,0.001,14.986,0,2.263,0.231,2.621,0.584,11.871,0.002,12.306,0,169.257,162.691,1,0.0178
"1594",257778,"1635-1992","","Urban",3,"Virgin","Cable","Cable",152,145.9725,158.8827,147.184,11.262,12.114,11.221,19.684,0.002,21.733,0,3.633,0.236,4.458,0.38,15.213,0.001,15.594,0,250.621,260.658,1,0.0251
"1595",257780,"0-385","","Urban",4,"Karoo","FTTP","Non-LLU",100,116.4352,121.3871,115.254,19.149,20.528,19.313,12.362,0.004,12.195,0.006,0.322,0.192,0.322,0.312,7.989,0,8.215,0,251.096,268.651,NA,NA
"1596",257782,"1367-1635","","Urban",3,"Virgin","Cable","Cable",152,152.7271,159.6634,147.9599,12.028,12.135,12.029,12.161,0,11.998,0,NA,NA,NA,NA,NA,NA,NA,NA,206.327,228.803,1,0.0178
"1597",257784,"1992-2563","","Urban",3,"Virgin","Cable","Cable",50,53.8236,54.1954,53.7183,3.059,3.107,3.059,15.765,0,16.079,0,2.167,0.126,2.406,0.177,16.933,0.001,17.034,0,262.543,361.253,1,0.088
"1598",257786,"0-385","","Urban",3,"BT","FTTC","Non-LLU",80,36.8318,37.1905,36.8062,11.594,11.972,11.592,17.809,0.001,17.858,0,0.315,0.327,0.314,0.34,16.173,0,16.244,0,218.617,240.965,1,NA
"1599",257788,"1143-1367","","Urban",3,"BT","FTTC","Non-LLU",80,53.7469,54.6407,54.03,15.556,17.142,15.833,18.64,0.001,18.603,0,0.241,0.191,0.228,0.199,17.028,0.003,16.926,0,230.266,210.778,1,0.0239
"1600",257790,"2563-5000","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,21.2047,21.2669,21.1248,1.847,1.884,1.847,32.746,0.001,32.164,0,0.458,0.452,0.496,0.511,23.095,0,22.586,0,406.031,447.554,1,0.0343
"1601",257792,"2563-5000","","Rural",3,"Plusnet","FTTC","Non-LLU",80,49.8848,53.0632,49.8419,16.354,17.198,16.353,10.486,0,10.767,0,0.268,0.26,0.282,0.282,9.992,0,9.947,0.003,179.929,202.031,1,0.024
"1602",257794,"1992-2563","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,34.7917,37.134,35.3291,1.697,1.766,1.698,16.702,0,17.131,0,0.801,0.687,0.974,0.944,20.35,0,20.662,0,353.298,289.605,1,0.0347
"1603",257796,"946-1143","","Urban",2,"Virgin","Cable","Cable",50,52.9946,54.0199,51.3032,3.164,3.241,3.166,14.667,0.001,15.197,0,1.669,0.264,2.004,0.391,21.507,0.001,22.473,0.002,347.468,358.726,1,0.0277
"1604",257798,"1992-2563","","Urban",3,"Virgin","Cable","Cable",120,123.5618,125.7088,121.9083,11.411,11.537,11.405,16.475,0,16.833,0,2.305,0.17,2.717,0.247,17.073,0.001,17.679,0,220.256,210.828,1,0.0342
"1605",257800,"763-946","","Urban",3,"Virgin","Cable","Cable",30,30.7748,31.2442,30.7755,1.974,2.019,1.968,17.884,0,19.379,0,1.618,0.219,1.927,0.289,14.525,0.001,14.967,0,250.451,260.754,1,0.2813
"1606",257802,"0-385","","Urban",3,"Virgin","Cable","Cable",120,69.1044,84.1086,68.3308,12.264,12.998,12.032,16.901,0.002,17.624,0,1.819,0.26,2.374,0.388,17.605,0.002,18.239,0,249.419,269.48,NA,NA
"1607",257804,"0-385","","Urban",3,"Virgin","Cable","Cable",50,52.1429,54.0088,50.4202,3.071,3.127,3.075,17.534,0.001,17.838,0,1.522,0.248,1.735,0.327,18.298,0.001,18.722,0,264.489,284.612,1,0.0279
"1608",257806,"1992-2563","","Urban",3,"Virgin","Cable","Cable",30,30.9366,31.0853,31.0474,2.046,2.105,2.043,17.001,0,17.467,0,1.661,0.233,1.905,0.301,20.621,0.003,20.964,0,328.994,315.534,1,0.5276
"1609",257808,"385-582","","Rural",1,"Zen","FTTC","Non-LLU",40,25.2773,25.7447,25.0861,0.736,0.772,0.733,25.036,0.002,24.79,0.011,0.587,0.404,0.577,0.501,16.225,0.001,16.369,0.003,445.166,457.305,0,NA
"1610",257810,"2563-5000","","Urban",3,"Plusnet","FTTC","Non-LLU",40,35.9755,38.6168,35.6546,6.763,7.213,6.833,19.951,0,19.842,0,0.349,0.734,0.362,0.399,19.501,0.001,19.062,0.002,304.547,314.693,1,0.0233
"1611",257812,"763-946","","Urban",4,"Karoo","FTTP","Non-LLU",50,56.0013,152.428,54.6616,8.963,13.578,9.12,12.102,0.001,12.756,0,0.393,0.202,0.46,0.297,7.792,0,7.852,0,308.054,388.696,NA,NA
"1612",257814,"763-946","","Urban",3,"Virgin","Cable","Cable",30,28.5625,31.187,25.6983,1.983,2.034,1.983,15.471,0,17.507,0,2.181,0.623,2.402,3.458,17.408,0.002,20.907,0,257.762,308.982,1,0.2813
"1613",257816,"946-1143","","Urban",3,"Virgin","Cable","Cable",120,124.5625,125.2981,124.3,11.184,11.721,11.105,11.359,0.001,11.718,0.014,1.395,0.17,1.486,0.211,8.131,0,8.443,0,143.881,161.939,1,0.0276
"1614",257818,"0-385","","Urban",2,"Virgin","Cable","Cable",30,32.9819,33.0911,32.9253,1.957,2.021,1.94,27.154,0.001,27.759,0,3.283,0.203,4.628,0.296,17.047,0.001,17.832,0,262.242,331.497,1,0.0963
"1615",257822,"1635-1992","","Urban",3,"TalkTalk","FTTC","Non-LLU",40,31.8797,37.3679,33.3067,1.697,1.865,1.694,NA,NA,NA,NA,0.486,0.294,0.507,0.386,22.604,0,22.899,0,NA,NA,1,0.0347
"1616",257826,"763-946","","Rural",1,"Sky","FTTC","Non-LLU",40,26.485,28.6303,26.3855,10.028,10.2,10.024,37.559,0.001,36.808,0.002,0.218,0.358,0.216,0.364,39.522,0.001,39.77,0.002,437.123,449.611,0,NA
"1617",257828,"0-385","","",0,"TalkTalk","ADSL","LLU",20,3.5958,4.2393,3.4887,0.736,0.784,0.732,NA,NA,NA,NA,0.693,0.639,1.079,0.939,24.794,0.001,23.426,0.004,NA,NA,NA,NA
"1618",257832,"1992-2563","","Urban",3,"Orange","FTTC","Non-LLU",40,35.0027,37.8274,33.74,9.291,9.513,9.307,NA,NA,NA,NA,0.435,0.618,0.427,1.266,9.077,0.001,10.038,0.003,NA,NA,1,NA
"1619",257834,"946-1143","","Urban",3,"Orange","FTTC","Non-LLU",40,32.6606,37.5144,32.6083,8.513,8.796,8.506,19.125,0,20.615,0,0.338,0.365,0.348,0.668,9.483,0,9.745,0,484.262,524.248,1,NA
"1620",257840,"2563-5000","","Urban",2,"Orange","FTTC","Non-LLU",40,33.4399,37.862,32.7278,9.246,9.443,9.24,22.731,0,24.105,0,0.424,0.475,0.453,0.851,13.59,0,13.983,0.001,326.893,352.115,1,0.035
"1621",333550,"1992-2563","","Urban",2,"BT","ADSL","Non-LLU",8,3.2883,3.8644,3.3445,0.419,0.488,0.409,32.989,0.002,33.015,0,0.718,0.451,0.74,0.464,31.519,0.006,31.674,0.003,1222.532,1217.124,0,0.0894
"1622",333552,"1992-2563","","Urban",3,"BT","FTTC","Non-LLU",40,39.3034,39.5979,39.1934,9.603,9.872,9.604,22.689,0,22.688,0,0.357,0.424,0.358,0.442,21.554,0.001,21.761,0,283.825,268.771,1,0.0803
"1623",333556,"1635-1992","","Urban",3,"Virgin","Cable","Cable",50,53.8724,54.0246,53.7577,3.156,3.225,3.151,16.831,0.001,19.228,0.002,2.533,0.212,3.417,0.297,15.269,0.001,16.529,0,275.683,320.694,1,0.0891
"1624",354984,"1143-1367","1001-1299","Urban",3,"Sky","ADSL","LLU",20,10.1007,11.0657,10.0866,1.07,1.163,1.06,28.557,0.001,28.139,0.002,1.735,0.76,4.731,0.779,25.403,0.002,25.466,0.002,901.45,965.712,1.07,0.2942
"1625",354988,"1143-1367","","Urban",3,"BT","FTTC","Non-LLU",80,59.6443,61.3181,59.4295,16.484,17.151,16.52,13.553,0,13.674,0,0.261,0.262,0.254,0.278,12.487,0,12.808,0,166.354,155.391,1,0.0239
"1626",354990,"1367-1635","","Urban",3,"BT","FTTC","Non-LLU",80,74.0062,74.3257,74.0139,18.587,18.759,18.593,6.732,0.001,6.756,0,0.236,0.241,0.24,0.27,5.308,0,5.339,0,298.793,252.449,1,0.0239
"1627",354992,"2563-5000","","Rural",3,"BT","ADSL","Non-LLU",8,3.7859,3.9826,3.7783,0.422,0.484,0.422,39.053,0.002,38.956,0,0.779,0.496,0.855,0.584,38.369,0,38.312,0,1121.96,1228.552,0,0.2129
"1628",354994,"0-385","","Urban",2,"BT","ADSL","Non-LLU",8,6.6174,6.8836,6.437,0.386,0.458,0.393,39.682,0,39.067,0,2.443,0.439,0.739,0.474,56.525,0,53.623,0,811.744,812.363,0,0.0284
"1629",354996,"0-385","0-582","Urban",2,"Plusnet","ADSL","Non-LLU",20,11.2515,12.5153,11.293,0.842,0.892,0.837,15.479,0,15.49,0,0.769,0.392,0.544,0.467,16.059,0,16.325,0,452.846,443.903,0.45,NA
"1630",354998,"763-946","","Urban",3,"Plusnet","FTTC","Non-LLU",80,67.3274,72.7387,61.1699,17.078,17.472,16.936,13.277,0,14.046,0,0.268,0.269,0.283,0.431,12.576,0.003,13.218,0,212.21,299.568,1,NA
"1631",355002,"763-946","737-1001","Urban",2,"Sky","ADSL","Non-LLU",20,12.9947,13.0863,12.9941,1.014,1.07,1.007,13.601,0,11.637,0,0.489,0.244,0.492,0.266,12.107,0,12.163,0.001,767.973,751.388,1.15,0.1291
"1632",355004,"0-385","","Urban",3,"BT","FTTC","Non-LLU",80,37.2149,37.8006,37.1147,17.585,17.844,17.563,17.399,0,17.39,0,0.329,0.356,0.379,0.472,16.943,0.001,17.273,0,221.162,213.816,1,NA
"1633",355006,"1635-1992","1680-2274","Urban",3,"TalkTalk","ADSL","LLU",20,6.4153,6.4538,6.422,0.718,0.787,0.716,29.086,0,29.537,0,1.353,0.338,1.387,0.469,18.064,0,18.305,0,642.109,649.174,1.25,0.2646
"1634",355008,"763-946","737-1001","Urban",1,"TalkTalk","ADSL","LLU",20,12.4922,12.6978,12.4789,0.827,0.857,0.823,21.765,0,22.205,0,0.664,0.499,0.724,0.601,26.764,0,26.864,0,450.795,482.958,0,0.066
"1635",355022,"2563-5000","1992-5000","Urban",3,"Orange","ADSL","Non-LLU",20,3.7099,3.9812,3.6953,0.96,1.195,0.934,23.987,0,NA,NA,1.04,1.118,1.04,2.308,18.64,0.002,19.258,0.002,NA,NA,2.33,0.1813
"1636",355036,"2563-5000","","Rural",3,"Virgin","Cable","Cable",152,131.3321,159.1241,111.8623,11.269,12.164,11.343,11.578,0.001,11.935,0.002,1.488,0.24,1.614,0.415,12.765,0.002,12.97,0.001,190.666,239.156,1,NA
"1637",355038,"763-946","","Urban",3,"Virgin","Cable","Cable",120,100.1072,125.2531,99.332,11.276,11.568,11.402,11.744,0.001,12.345,0,1.354,0.191,1.557,0.214,11.949,0,12.203,0,200.846,151.716,1,0.0182
"1638",355064,"0-385","","Urban",3,"BT","FTTC","Non-LLU",40,36.621,37.2369,36.7325,9.783,10.126,9.862,24.864,0,24.999,0,0.374,0.455,0.38,0.832,23.504,0,23.435,0,280.473,310.528,1,0.0252
"1639",355068,"1143-1367","","Urban",4,"Karoo","FTTP","Non-LLU",75,58.5541,61.991,58.504,9.284,13.952,9.244,9.986,0,9.81,0,0.305,0.163,0.309,0.26,7.81,0.001,8.032,0.001,214.062,186.335,NA,NA
"1640",355076,"1367-1635","","Urban",2,"Orange","FTTC","Non-LLU",40,18.7307,23.6299,19.2966,2.748,3.211,2.74,25.881,0.001,26.716,0,0.415,0.464,0.462,0.641,20.325,0.002,20.91,0.002,563.601,691.654,1,NA
"1641",355078,"946-1143","","Urban",3,"Orange","FTTC","Non-LLU",40,30.8121,37.644,29.4837,9.271,9.472,9.27,20.545,0.001,21.296,0,0.405,0.537,0.422,1.51,13.342,0,14.43,0.001,382.661,386.74,1,NA
"1642",355080,"1635-1992","","Urban",3,"Orange","FTTC","Non-LLU",40,33.3056,37.5282,32.8456,9.626,9.78,9.602,17.742,0.001,18.377,0,0.388,0.533,0.416,1.486,11.698,0,12.749,0.001,376.785,391.011,1,NA
"1643",355082,"946-1143","","Urban",3,"Virgin","Cable","Cable",50,46.8323,54.012,41.2823,2.911,3.008,2.902,22.049,0.004,27.471,0.013,4.069,0.254,6.622,0.367,15.983,0.004,19.208,0.003,403.972,461.263,NA,0.0475
"1644",355084,"946-1143","","Urban",3,"Zen","FTTC","Non-LLU",80,73.8833,74.3305,73.1708,18.575,18.804,18.59,19.088,0,18.74,0,0.313,0.395,0.319,0.472,10.421,0.001,10.426,0,201.396,232.461,NA,NA
"1645",355092,"2563-5000","","Urban",4,"Karoo","FTTP","Non-LLU",100,110.819,120.3653,108.3887,18.194,20.76,18.009,11.126,0,11.808,0,0.407,0.277,0.392,0.376,8.109,0,8.396,0,300.543,282.271,NA,NA
"1646",355094,"1367-1635","","Urban",4,"Karoo","FTTP","Non-LLU",100,111.8464,121.3155,109.8789,19.123,20.419,19.117,11.684,0,12.408,0,0.362,0.215,0.385,0.464,7.788,0.001,8.011,0.001,306.84,350.371,NA,NA
"1647",355096,"763-946","","Urban",4,"Karoo","FTTP","Non-LLU",100,112.1587,122.6255,112.0001,19.573,25.411,19.487,11.601,0.001,12.413,0,0.415,0.274,0.428,0.425,7.856,0.001,8.145,0.001,311.901,245.552,NA,NA
"1648",355098,"582-763","","Urban",4,"Karoo","FTTP","Non-LLU",100,77.2706,85.9213,76.7438,18.312,20.423,17.635,12.04,0,12.08,0,0.426,0.237,0.503,0.277,8.136,0,8.207,0,299.119,265.197,NA,NA
"1649",355100,"1635-1992","","Urban",4,"Karoo","FTTP","Non-LLU",100,105.0679,119.292,105.7822,19.093,20.443,18.927,13.98,0.001,14.613,0,0.31,0.101,0.314,0.153,7.505,0,7.613,0,395.543,463.956,NA,NA
"1650",355108,"0-385","","Rural",1,"BT","ADSL","Non-LLU",8,6.21,6.6023,6.0774,0.369,0.394,0.367,37.026,0,37.178,0,0.836,0.497,0.894,0.569,34.728,0.001,34.704,0.001,1281.823,1299.732,0,0.0161
"1651",362314,"2563-5000","","Urban",3,"Sky","FTTC","Non-LLU",40,37.2814,37.6548,37.2457,9.398,9.555,9.376,23.577,0,21.677,0,0.34,0.255,0.349,0.27,18.667,0,18.784,0.001,252.116,238.575,1,0.0742
"1652",362318,"385-582","","Urban",3,"Sky","FTTC","Non-LLU",80,64.881,65.1742,64.8663,17.977,18.176,17.954,21.201,0,18.038,0.002,0.287,0.249,0.298,0.259,18.329,0,18.436,0.001,253.242,223.532,1,NA
"1653",362322,"1143-1367","","Urban",2,"Orange","FTTC","Non-LLU",40,30.7177,42.8255,29.7048,9.588,10.506,9.423,30.032,0,NA,NA,0.388,0.635,0.407,1.841,24.297,0.004,24.185,0.001,NA,NA,1,NA
"1654",362324,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",40,36.878,37.4904,36.6618,9.404,9.578,9.397,26.13,0,26.14,0,0.381,0.358,0.38,0.41,25.228,0,25.069,0,303.633,324.822,1,0.0428
"1655",388937,"1992-2563","","Urban",3,"BT","FTTC","Non-LLU",40,19.8187,20.0227,19.8198,2.529,2.579,2.528,17.892,0,17.938,0,0.346,0.336,0.359,0.351,16.973,0,17.026,0.001,326.774,329.398,1,0.0463
"1656",388943,"2563-5000","1992-5000","Urban",4,"Karoo","ADSL","LLU",20,12.0119,12.2932,11.9855,0.743,0.775,0.745,27.341,0.005,27.566,0.003,0.532,0.383,0.537,0.398,26.609,0.001,26.782,0.002,475.188,443.909,0.56,0.0367
"1657",388947,"946-1143","","Urban",3,"BT","FTTC","Non-LLU",40,37.2631,37.3612,37.2401,6.529,6.82,6.521,19.533,0.001,19.448,0,0.409,0.306,0.413,0.328,17.822,0,17.582,0.001,265.525,326.261,1,0.0428
"1658",388949,"1367-1635","","Urban",2,"BT","FTTC","Non-LLU",40,36.5573,37.1532,36.6876,8.87,9.094,8.859,34.176,0.001,34.17,0,0.231,0.21,0.235,0.248,32.9,0,32.753,0,420.951,410.014,1,0.0331
"1659",388955,"1635-1992","","Urban",3,"Zen","FTTC","Non-LLU",80,70.1038,70.4271,69.9166,17.056,17.479,17.022,16.146,0.001,16.03,0.005,0.278,0.332,0.266,0.364,6.739,0.001,6.888,0,146.917,143.053,NA,0.023
"1660",388957,"2563-5000","","Urban",3,"BT","FTTC","Non-LLU",80,63.557,64.2087,62.6149,17.089,17.403,17.048,8.489,0,8.57,0,0.2,0.193,0.212,0.221,7.119,0,7.193,0,181.22,178.866,1,0.0803
"1661",388961,"385-582","","Urban",3,"BT","FTTC","Non-LLU",80,74.018,74.316,73.9594,18.814,19.342,18.85,18.089,0,18.101,0,0.336,0.366,0.33,0.373,17.275,0,17.358,0,226.054,243.555,1,NA
"1662",388963,"1635-1992","","Urban",3,"BT","FTTC","Non-LLU",40,36.7931,37.4496,36.1245,8.77,8.975,8.769,13.503,0.001,13.534,0,0.324,0.293,0.334,0.302,12.342,0,12.605,0,230.427,177.9,1,0.0803
