"","Urban.rural","Market","Download.speed..Mbit.s..24.hrs","Upload.speed..Mbit.s.24.hour","DNS.resolution..ms.24.hour","Latency..ms.24.hour","Web.page..ms.24.hour"
"1813","Rural",1,49.4088,10.21,14.135,13.682,176.834
"1814","Urban",3,71.1789,17.117,7.384,7.352,351.613
"1815","Urban",3,60.6431,18.38,14.412,14.434,191.596
"1816","Urban",2,46.9205,11.291,25.126,23.897,284.182
"1817","Rural",3,19.6242,1.714,21.493,22.357,337.97
"1818","Urban",3,4.3602,0.798,33.391,31.84,1055.532
"1819","Urban",3,30.3919,5.93,10.06,8.47,186.897
"1820","Urban",3,6.2093,0.828,41.023,39.329,953.904
"1821","Urban",4,5.7797,0.74,27.822,26.573,899.124
"1822","Rural",3,5.4346,0.953,14.546,14.352,831.656
"1823","Rural",3,128.2502,8.817,22.145,19.641,327.268
"1824","Rural",1,2.9841,0.373,32.894,32.701,1687.282
"1825","Urban",2,155.8253,12.758,12.842,10.648,162.715
"1826","Urban",3,138.5261,12.738,13.858,13.95,228.998
"1827","Urban",3,145.3353,11.477,13.481,11.813,176.324
"1828","Urban",3,151.3572,12.722,13.901,11.37,198.659
"1829","Urban",3,83.3859,6.086,14.919,13.371,192.5
"1830","Urban",3,103.8392,6.028,12.611,13.203,186.327
"1831","Urban",3,155.177,11.854,15.224,14.828,200.688
"1832","Urban",3,37.1614,12.598,9.569,8.401,156.349
"1833","Rural",1,100.9134,6.427,12.904,14.357,237.051
"1834","Urban",3,135.6133,12.604,14.993,13.962,247.799
"1835","Urban",2,72.0264,18.697,NA,17.067,NA
"1836","Urban",3,98.7314,6.114,14.911,16.871,245.521
"1837","Urban",3,106.8292,6.088,18.857,13.047,184.376
"1838","Rural",2,31.4684,4.068,29.326,28.356,313.981
"1839","Urban",3,133.3774,12.683,14.116,12.001,215.278
"1840","Urban",3,150.644,12.685,15.461,15.897,255.585
"1841","Urban",3,73.0205,18.592,25.862,14.743,192.615
"1842","Urban",3,150.9621,12.781,15.403,12.852,218.794
"1843","Urban",3,103.2928,6.096,18.068,16.254,236.339
"1844","Rural",1,69.4894,18.59,19.22,18.008,226.949
"1845","Urban",3,146.2579,12.004,11.383,13.909,198.593
"1846","Urban",3,82.2696,6.056,17.487,14.815,221.143
"1847","Urban",3,147.3991,11.467,11.977,12.568,194.774
"1848","Urban",3,79.9638,6.05,14.911,9.51,255.107
"1849","Urban",3,74.5941,6.092,17.727,13.996,208.93
"1850","Urban",3,152.3561,11.795,15.702,13.047,168.134
"1851","Urban",3,153.1779,12.74,13.995,14.763,248.356
"1852","Urban",3,101.158,5.898,21.872,17.182,251.161
"1853","Urban",3,145.2322,12.643,13.069,8.973,198.775
"1854","Urban",4,77.2552,18.369,13.108,7.648,421.728
"1855","Urban",3,105.374,6.04,18.883,14.423,203.499
"1856","Urban",3,150.9925,12.694,13.965,14.169,232.893
"1857","Urban",3,153.0444,11.392,13.403,12.293,179.173
"1858","Urban",3,141.6036,11.559,24.321,12.35,283.702
"1859","Urban",3,143.755,11.91,15.279,16.162,250.292
"1860","Urban",3,100.9651,6.112,16.837,16.362,232.514
"1861","Urban",3,13.6897,1.426,24.733,17.517,751.834
"1862","Urban",3,55.9106,17.131,13.35,13.576,180.99
"1863","Urban",3,29.4277,16.223,NA,27.537,NA
"1864","Urban",3,91.2706,12.743,13.415,14.086,219.073
"1865","Urban",3,62.9536,18.579,17.727,17.673,210.083
"1866","Urban",3,154.9606,12.751,18.001,14.707,249.871
"1867","Rural",3,11.4838,0.971,16.291,17.109,419.542
"1868","Urban",3,2.4232,0.794,25.262,23.982,1524.219
"1869","Urban",3,49.5011,2.758,34.921,37.909,727.201
"1870","Urban",3,36.9455,9.344,16.542,16.349,217.659
"1871","",0,109.8233,11.616,11.671,11.448,200.863
"1872","Urban",2,34.8435,1.929,32.841,24.72,331.783
"1873","Urban",3,72.5733,19.517,21.748,17.064,233.879
"1874","Urban",4,12.168,0.738,29.499,28.665,491.131
"1875","Urban",3,25.0167,6.654,33.248,22.438,300.816
"1876","Urban",3,145.3179,12.782,17.266,18.678,281.336
"1877","Urban",3,2.662,0.566,34.348,37.865,1475.083
"1878","Urban",3,4.8237,0.763,44.538,35.246,892.854
"1879","Urban",3,36.3079,9.305,18.648,18.263,240.113
"1880","Rural",1,0.6741,0.425,42.672,40.873,5288.734
"1881","",0,183.4781,21.308,14.592,13.105,187.149
"1882","Urban",4,57.6554,8.715,13.421,7.724,377.215
"1883","Urban",4,78.9319,18.017,9.972,7.698,391.353
"1884","Urban",4,58.3969,8.791,13.625,7.75,408.298
"1885","Urban",3,47.1299,19.194,24.176,24.3,330.703
"1886","Urban",3,46.727,16.639,10.424,10.176,160.601
"1887","Urban",3,37.1314,9.316,17.393,15.741,248.268
"1888","Rural",3,1.0529,0.715,54.897,32.662,3641.975
"1889","Urban",3,36.8633,1.82,NA,14.15,NA
"1890","Rural",2,36.6072,9.373,22.297,21.816,258.115
"1891","Urban",3,16.7679,5.712,32.181,28.224,460.936
"1892","Urban",3,32.5838,6.86,17.349,16.971,271.301
"1893","Rural",1,37.3003,9.779,17.772,10.838,244.752
"1894","Urban",2,28.8864,1.838,27.035,16.994,246.58
"1895","Urban",3,37.1117,1.73,15.3,14.209,245.921
"1896","Urban",3,37.0961,9.803,17.695,13.412,252.666
"1897","",0,42.4817,6.313,21.958,20.983,246.414
"1898","Rural",1,33.5429,9.661,19.51,11.807,578.489
"1899","Urban",3,118.3921,11.841,16.882,9.879,208.051
"1900","Urban",3,93.5694,6.093,15.734,12.302,190.518
"1901","Urban",3,43.0577,6.471,8.933,7.917,143.706
"1902","Urban",3,82.6005,6.387,14.725,13.233,238.379
"1903","Urban",3,105.3237,6.074,12.91,8.972,159.6
"1904","Urban",3,101.9909,6.096,14.319,12.338,204.799
"1905","Urban",3,99.9931,5.943,27.812,20.966,326.308
"1906","Urban",3,101.3965,6.094,12.893,12.474,193.818
"1907","Urban",3,105.5973,6.424,16.535,15.191,245.43
"1908","Urban",3,103.5225,6.087,13.875,13.643,197.096
"1909","Urban",3,137.1033,11.965,17.083,14.791,213.992
"1910","Urban",3,89.7415,6.082,12.234,12.094,174.107
"1911","Urban",3,105.1735,6.427,15.42,14.542,249.071
"1912","Urban",3,112.5151,12.772,14.365,16.787,268.727
"1913","Urban",3,105.647,6.432,12.885,9.863,154.475
"1914","Urban",3,103.8056,6.069,15.377,18.475,238.168
"1915","Urban",3,101.781,6.09,17.547,20.36,271.408
"1916","Urban",3,133.0394,12.622,12.365,9.295,187.204
"1917","Urban",3,62.3304,18.027,18.583,17.474,230.939
"1918","Rural",4,34.9724,2.743,41.048,42.862,506.172
"1919","",0,74.3633,21.36,14.35,13.491,236.931
"1920","Urban",3,165.7886,21.345,11.82,10.722,144.741
"1921","Urban",1,184.4083,21.475,11.261,9.894,160.76
"1922","Urban",3,71.5394,21.373,14.571,13.914,262.431
"1923","Urban",3,162.8546,21.066,10.263,10.377,158.142
"1924","Urban",3,93.358,20.701,11.821,11.356,146.528
"1925","Urban",3,92.9093,20.652,11.164,10.749,158.06
"1926","",0,242.6918,20.734,8.786,7.687,352.72
"1927","Urban",3,144.4313,16.74,32.056,37.586,454.669
"1928","Urban",3,171.386,21.574,16.761,15.601,225.56
"1929","Urban",3,163.6515,20.874,16.961,16.593,207.647
"1930","Urban",3,152.7696,21.354,11.645,10.689,148.55
"1931","Urban",3,92.9,20.632,13.345,10.154,182.827
"1932","Urban",3,166.7417,20.968,13.206,13.405,163.835
"1933","Urban",3,175.4317,21.342,11.463,10.746,149.493
"1934","Urban",3,77.9926,21.359,11.554,10.156,276.381
"1935","Urban",3,171.314,21.348,14.747,14.085,172.068
"1936","Urban",3,155.392,20.966,16.515,15.598,197.181
"1937","Urban",3,147.1515,20.884,10.172,9.646,224.442
"1938","Urban",3,35.2736,11.143,11.657,10.867,172.783
"1939","Urban",2,178.6367,28.776,15.855,14.948,202.825
"1940","",0,260.0234,28.815,6.241,3.852,626.834
"1941","Urban",3,181.7414,31.559,5.869,3.315,346.713
"1942","",0,88.6355,31.472,6.757,5.058,421.236
"1943","Urban",3,177.7934,28.757,15.514,14.637,193.174
"1944","Urban",3,169.4508,31.438,12.543,11.915,190.757
"1945","",0,258.7019,31.528,7.403,4.814,383.683
"1946","Urban",3,229.5381,31.536,11.797,10.293,142.115
"1947","Urban",3,187.0201,31.532,16.943,16.224,205.45
"1948","Urban",3,15.9556,1.327,36.54,33.127,640.635
"1949","Urban",3,84.994,6.012,17.649,19.39,239.231
"1950","Urban",3,92.1799,5.893,18.994,19.293,260.289
"1951","Urban",1,84.2074,6.08,11.567,10.515,284.965
"1952","Urban",3,77.0301,6.08,12.147,13.074,162.952
"1953","Urban",3,105.5433,11.35,12.014,12.698,202.232
"1954","Urban",3,103.8608,6.423,15.05,13.734,237.608
"1955","Urban",3,61.4245,17.646,11.84,15.062,195.687
"1956","Urban",3,131.6076,20.71,11.281,11.906,596.058
"1957","Urban",0,92.7076,20.614,10.081,8.611,139.774
"1958","Urban",3,174.399,21.481,11.658,10.092,176.504
"1959","Urban",1,186.2217,21.347,6.787,4.843,492.572
"1960","Urban",3,98.1155,20.607,11.449,10.561,177.088
"1961","Urban",3,171.0742,21.55,17.201,15.903,218.524
"1962","Urban",3,192.1974,21.273,6.457,3.969,551.959
"1963","Urban",3,93.6838,20.684,11.492,10.787,155.978
"1964","Urban",3,179.0323,21.346,11.671,10.443,160.205
"1965","Urban",3,173.1694,20.989,14.941,15.915,192.175
"1966","",0,221.0539,31.567,13.296,12.691,169.317
"1967","",3,159.8047,18.592,6.644,4.114,2013.399
"1968","Urban",3,117.9945,21.418,17.344,16.667,186.457
"1969","Urban",3,77.6974,31.355,11.507,11.453,2876.36
"1970","Rural",1,1.1255,0.471,36.712,35.332,2866.162
"1971","Urban",3,19.283,1.969,14.944,16.431,811.783
